Sr.No,Scraped_Date,UID,URL,Product_Name,Description,Brand,Manufacturer,Category,SubCategory,Price,MRP,Discount,Rating,Review_Count,seo_url,url1,url2,url3,url4,url5,url6,url7,url8, 
23,27/06.,B01L79HJPG,https://www.amazon.in/womens-Latest-Stylish-Floaters-Sandal/dp/B01L79HJPG,SPARX womens Ss 101 Sport Sandal,Material Synthetic Casual Closure Hook and loop,SPARX,"RELAXO FOOTWEARS LIMITED, Aggarwal City Square, Plot No 10, Mangalam Palace. District Center, Rohini Sector-3, Delhi - 110085, Relaxo Footwear Pvt. Ltd.",Fashion,Footwear,594.0,699,15%,4.2,588,sparx-womens-ss-101-sport-sandal,https://m.media-amazon.com/images/I/41xZ9pw9vkL.jpg,https://m.media-amazon.com/images/I/81QPTAjjIhL.jpg,https://m.media-amazon.com/images/I/81eINB-hI6L.jpg,https://m.media-amazon.com/images/I/41QAjpLqQXL.jpg,https://m.media-amazon.com/images/I/71bLWBm8IjL.jpg,https://m.media-amazon.com/images/I/71qQTGbvv-L.jpg,https://m.media-amazon.com/images/I/31K9lf-WeWL.jpg, , 
24,27/06.,B0FVLJ1Q5L,https://www.amazon.in/Campus-Womens-GC-2208L-PURPLISH-Sandal/dp/B0FVLJ1Q5L,Campus GC-2208L PURPLISH MAUVE Sandal - 1 Pair,Lifestyle Sandal,Campus,Campus Activewear Ltd,Fashion,Footwear,599.0,899,33%,5.0,1,campus-gc-2208l-purplish-mauve-sandal-1-pair,https://m.media-amazon.com/images/I/61rBYNRFz5L.jpg,https://m.media-amazon.com/images/I/71nOZUfUS2L.jpg,https://m.media-amazon.com/images/I/41xOobdllQL.jpg,https://m.media-amazon.com/images/I/61T6A6J7XHL.jpg,https://m.media-amazon.com/images/I/61lKcL0IayL.jpg, , , , 
25,27/06.,B0FRN3VZN5,https://www.amazon.in/WALKAROO-Fashion-Sandals-Cushion-Lightweight/dp/B0FRN3VZN5,WALKAROO Wedge Soft Cushioned PU Sandals for WLP72029 Mauve,Comfortable All-Day Wear Designed with cushioned insole and breathable cut-outs to keep your feet relaxed and cool throughout the Premium Synthetic Leather Crafted with high-quality synthetic leather for a stylish look and long-lasting Secure Slip On Closure Easy-to-use strap provides a snug fit and effortless wear for daily Anti-Slip Sole Textured outsole ensures excellent grip and stability on multiple Versatile Casual Style Perfect for casual or festive pairs well with ethnic and western,WALKAROO,"Walkaroo International Pvt Ltd, Walkaroo International Pvt Ltd ,SF No : 397/2, SIDCO Industrial Estate, Malumichampatti, Tamil Nadu 641050",Fashion,Footwear,449.0,469,4%,4.1,121,walkaroo-wedge-soft-cushioned-pu-sandals-for-wlp72029-mauve,https://m.media-amazon.com/images/I/61+rXj-WeCL.jpg,https://m.media-amazon.com/images/I/51o8as6GRpL.jpg,https://m.media-amazon.com/images/I/417LqR8mAZL.jpg,https://m.media-amazon.com/images/I/71tvI-gqHHL.jpg,https://m.media-amazon.com/images/I/51FWdd4UliL.jpg, , , , 
26,27/06.,B0CM8W69H6,https://www.amazon.in/WALKAROO-Sandals-Dailywear-Regular-Outdoor/dp/B0CM8W69H6,WALKAROO W187 Womens Regular Wear Sandals for Indoor Outdoor,Made with Material Made with water resistant perfect to wear under wet weather These Sandals are available in a range of colours allowing you to choose a colour that suits your personality and Step up your style and comfort with our Walkaroo experience the perfect blend of fashion and functionality Minimal no maintenance,WALKAROO,"Walkaroo International Pvt Ltd, Walkaroo International Pvt Ltd",Fashion,Footwear,174.0,449,0,4.2,392,walkaroo-w187-womens-regular-wear-sandals-for-indoor-outdoor,https://m.media-amazon.com/images/I/41KjXbw4czL.jpg,https://m.media-amazon.com/images/I/51bHuFEm4NL.jpg,https://m.media-amazon.com/images/I/51fYcejaqZL.jpg,https://m.media-amazon.com/images/I/61hxBCBXRBL.jpg, , , , , 
27,27/06.,B0B1Q8HTQS,https://www.amazon.in/Womens-Tricia-Sandal-Heels-7618683/dp/B0B1Q8HTQS,Bata Stylish Ballerina Flats Comfortable,Elegant beige sandal heels for perfect for dressy Comfortable stylish Ideal for weddings and,Bata,"Dazzle Footwear, Dazzle Footwear, Khasra No 265,266 & Selaqui Ind. Area, Mauza Central Hopetown Selaqui Dehradun-248197 INDIA",Fashion,Footwear,849.0,1199,29%,4.0,2815,bata-stylish-ballerina-flats-comfortable,https://m.media-amazon.com/images/I/21Lvzu57NWL.jpg,https://m.media-amazon.com/images/I/41mQXAe39yL.jpg,https://m.media-amazon.com/images/I/61iMNMQNKmL.jpg,https://m.media-amazon.com/images/I/31tiiJgtFxL.jpg,https://m.media-amazon.com/images/I/51hgQiowRsL.jpg, , , , 
28,27/06.,B0C6775J8R,https://www.amazon.in/Sandak-Womens-CRYSTAL-BLACK-Slipper/dp/B0C6775J8R,Bata Platform Heel Sandal,Chic Crystal Features eye-catching crystal embellishments for a touch of Comfortable Thong Provides a comfortable fit with a supportive thong High-Quality Made with premium materials for durability and Versatile Black Matches easily with a variety of making it a versatile wardrobe,Bata,"Point Ftwr Ltd, Point Ftwr Ltd.",Fashion,Footwear,619.0,749,17%,4.2,208,bata-platform-heel-sandal,https://m.media-amazon.com/images/I/31XR+-ZHFHL.jpg,https://m.media-amazon.com/images/I/611X6DEgoFL.jpg,https://m.media-amazon.com/images/I/61c5xGbyXxL.jpg,https://m.media-amazon.com/images/I/61X5c7zrKpL.jpg,https://m.media-amazon.com/images/I/41EqhlsqsGL.jpg, , , , 
29,27/06.,B07TWSFGG8,https://www.amazon.in/crocs-Mushroom-Fashion-Sandals-5-206453-07H/dp/B07TWSFGG8,Crocs Women Brooklyn Low Wedge W Croslite Wedge 206453-159,Outer Synthetic Closure Heel wedge Heel inches Toe Round Toe Department Water Resistance Water Style Strap Double Strap,Crocs,"Crocs, EVS, Technology Industry Zone, Economic & Development District, ShuangFeng County, Loudi City, Hunan ProvinceChina",Fashion,Footwear,4796.0,5995,20%,4.0,18518,crocs-women-brooklyn-low-wedge-w-croslite-wedge-206453-159,https://m.media-amazon.com/images/I/31d3lJUR3ZL.jpg,https://m.media-amazon.com/images/I/81oroKxlgIL.jpg,https://m.media-amazon.com/images/I/61LotHU62cL.jpg,https://m.media-amazon.com/images/I/61b9GKQVwlL.jpg,https://m.media-amazon.com/images/I/61wTijxE-AL.jpg,https://m.media-amazon.com/images/I/71klOw2D8dL.jpg, , , 
30,23/06.,B0GN16HF5W,https://www.amazon.in/Samsung-Storage-Smoothest-Refresh-Upgrades/dp/B0GN16HF5W,Samsung Galaxy M17e 5G Mobile 6GB 128GB Smoothest 120 Hz Refresh Monster 6000 mAh Battery IP54 6 Gen OS Upgrades AI Gemini Live Without Charger,Segment Smoothest Smartphone - 120 Hz Refresh Rate for a smooth scrolling Inch display with Adaptive Brightness automatically adjusts screen brightness optimising visibility and saving battery sleek with Key Island Segment Longest 26-Hour Video Playback - Powered by a 6000 mAh Lithium-ion Segment-Leading Fast Charging Support of Its Adaptive Battery Technology automatically puts apps in sleeping or deep sleeping modes based on your ensuring they do not drain your battery life in the Segment Leading MediaTek Dimensity 6300 processor with Latest Android 16 Operating System having One UI 2GHz Clock Speed with Octa-Core Upto 6GB of Memory Expandable upto 2 Galaxy M17e 5G comes with High resolution 50 MP Dual It allows you to take stunning and brighter pictures and With its Secondary you can capture sharper and clearer portrait Its Night Mode and aperture allow more light to enter capturing sharper and brighter output even in low Galaxy M17e 5G is Water and Dust resistant with IP54 ensuring protection against accidental splashes and dusty Segment Best 6 Generations of OS upgrades and 6 years of Security Samsung Knox Vault for Software and Hardware AI features of Google Circle to Search with,Samsung,"Dixon Technologies (India) Ltd., Plot No.6, Sector 90, Noida, Gautam Buddha Nagar, U.P. India Ã¢ÂÂ 201305, Samsung",Electronics,Smart Phones,14999.0,20999,29%,4.0,481,samsung-galaxy-m17e-5g-mobile-6gb-128gb-smoothest-120-hz-refresh-monster-6000-mah-battery-ip54-6-gen-os-upgrades-ai-gemini-live-without-charger,https://m.media-amazon.com/images/I/81pqozbQNXL.jpg,https://m.media-amazon.com/images/I/71tKw8C9fPL.jpg,https://m.media-amazon.com/images/I/810eUIFGVJL.jpg,https://m.media-amazon.com/images/I/41ZxY940tVL.jpg,https://m.media-amazon.com/images/I/51VjKo9DxoL.jpg,https://m.media-amazon.com/images/I/71vfPijbfdL.jpg,https://m.media-amazon.com/images/I/71rmhoyiVxL.jpg, , 
31,23/06.,B0GRMVNTDN,https://www.amazon.in/Motorola-Pantone-Silhouette-Snapdragon-TurboPower/dp/B0GRMVNTDN,Motorola Edge 70 Fusion 8GB 128GB 144Hz AMOLED Display Snapdragon 7s Gen 4 50MP Sony LYTIA 710 OIS Camera 7000mAh Battery 68W TurboPower,144 Hz AMOLED Display Super HD panel with up to 5200 nits peak brightness for vibrant,Motorola,MOTOROLA,Electronics,Smart Phones,26615.0,42999,38%,4.0,76,motorola-edge-70-fusion-8gb-128gb-144hz-amoled-display-snapdragon-7s-gen-4-50mp-sony-lytia-710-ois-camera-7000mah-battery-68w-turbopower,https://m.media-amazon.com/images/I/51um4bHLicL.jpg,https://m.media-amazon.com/images/I/41zcs9JiagL.jpg,https://m.media-amazon.com/images/I/41e0dH85NjL.jpg,https://m.media-amazon.com/images/I/41ScDr67t5L.jpg,https://m.media-amazon.com/images/I/41WRFV8xYML.jpg,https://m.media-amazon.com/images/I/51fxTzx5lVL.jpg,https://m.media-amazon.com/images/I/81zlMw0yZyL.jpg, , 
32,23/06.,B0H1JG89ZB,https://www.amazon.in/iQOO-Lite-Titanium-Blue-Storage/dp/B0H1JG89ZB,iQOO Z10 Lite 5G Blue 4GB 64GB,biggest battery 5G - Powered by a massive 6000mAh battery 15W keeping you ahead of the day with uninterrupted energy for and everything in between Dimensity 6300 5G Processor with AnTuTu Score - A highly power efficient 6nm chip with CPU speeds upgraded to reach GHz delivering a lag-free everyday experience with low power IP64 Rated Military Grade - Fearless against the Forging No need to worry about unexpected splashes in life with IP64 enjoy Protection from accidental drops from pockets or desks with Military grade shock 50MP Sony AI Camera - Snap stunning photos with advanced AI features like AI AI Photo AI document mode many 1000 nits High Brightness Display - Enjoy the ultimate viewing experience with Large 90Hz Refresh Rate 1000 nits High brightness mode,iQOO,"vivo Mobile India Private Limited., vivo Mobile India Pvt Ltd, Plot No 08, Sector 24, Yamuna Expressway Area, Gautam Buddha Nagar, Uttar Pradesh, 201310",Electronics,Smart Phones,14999.0,27999,46%,4.2,7612,iqoo-z10-lite-5g-blue-4gb-64gb,https://m.media-amazon.com/images/I/61GnrYduayL.jpg,https://m.media-amazon.com/images/I/41k9GsasBnL.jpg,https://m.media-amazon.com/images/I/41sEhwfi5ML.jpg,https://m.media-amazon.com/images/I/71vYbF44a1L.jpg,https://m.media-amazon.com/images/I/61bPYriu1jL.jpg,https://m.media-amazon.com/images/I/613RKG4NCgL.jpg, , , 
33,23/06.,B0FN7TJYDK,https://www.amazon.in/Samsung-Moonlight-Storage-Upgrades-Lag-free/dp/B0FN7TJYDK,Samsung Galaxy M17 5G Mobile 4GB 128GB 50MP OIS Triple Camera Gorilla Glass IP54 6 Gen OS Upgrades AI Gemini Live Lag-free Gaming Without Charger,Monster Camera - 50MP OIS Main Wide Angle Camera 5MP Ultra Wide Angle Camera 2MP Macro Angle 13MP Selfie Video Maximum Resolution of FHD x at Monster Durability and Design - Slimmest smartphone with stunning Be worry free with best durability with Gorilla Glass Victus and IP54 AI Monster Make your search intelligent with Circle to Search with Google and Gemini Powerful Exynos 1330 Android 15 Operating System having One UI 2GHz Clock Speed with Octa-Core All 5G Monster Display - Captivating your viewing experience with inches Super AMOLED Resolution with 1080 x 2340 Pixels and 90Hz Refresh Lag free Monster Upgrades and Convenience - Segment best 6 years Security and OS Monster battery - Get a massive 5000mAh Battery with C-Type Fast Charging Charging for an uninterrupted mobile Samsung Wallet with Tap and Pay and Knox,Samsung,"Samsung, Samsung India Electronics Pvt. Ltd. having its Registered Office at: 6th Floor, DLF Centre, Sansad Marg, New Delhi Ã¢ÂÂ 110001 Email us at: support.india@samsung.com",Electronics,Smart Phones,14499.0,16499,12%,4.0,3450,samsung-galaxy-m17-5g-mobile-4gb-128gb-50mp-ois-triple-camera-gorilla-glass-ip54-6-gen-os-upgrades-ai-gemini-live-lag-free-gaming-without-charger,https://m.media-amazon.com/images/I/51RtrKHpjGL.jpg,https://m.media-amazon.com/images/I/71iOhPwpVoL.jpg,https://m.media-amazon.com/images/I/414UJYRQIYL.jpg,https://m.media-amazon.com/images/I/61JF5CpdglL.jpg,https://m.media-amazon.com/images/I/91YJsBz79vL.jpg,https://m.media-amazon.com/images/I/81GE2cFyjqL.jpg,https://m.media-amazon.com/images/I/81W3c9hjF4L.jpg, , 
34,23/06.,B0G822MS12,https://www.amazon.in/Samsung-MediaTek-Dimensity-Charging-Upgrades/dp/B0G822MS12,Samsung Galaxy M06 5G Mobile 4GB 128GB MediaTek Dimensity 6300 AnTuTu 12 5G Bands 25W Fast Charging 4 Gen OS Upgrades 50MP Camera Without Charger,Monster Processor - Segment Leading MediaTek Dimensity AnTuTu score Latest Android 15 Operating System having One UI 2GHz Clock Speed with Octa-Core Upto 6GB of RAM Monster 5G Experience - Complete 5G experience with 12 5G Bands the highest in the All Network Faster Download and Upload Speed on your Monster Camera and Display - Refreshing design with new Linear camera Slimmer with just mm 50MP Main Wide Angle Camera 2MP Depth 8MP Selfie Camera Video Maximum Resolution of FHD x at Monster Security and OS Upgrades - Knox Security with segment leading smartphone with 4 Generations of Android OS Upgrades and 4 Years of Security Updates to keep your phone updated with all latest software Come with Android 14 Operating System having One UI 6 Monster Battery - Get a massive 5000mAh Lithium-ion Battery with Segment leading Fast Charging 25W Get more power in less,Samsung,"Dixon Technologies (India) Ltd., Plot No. 6, Sector-90, Noida, Gautam Buddha Nagar, U.P. India-201305, Samsung",Electronics,Smart Phones,13999.0,16999,18%,4.1,8741,samsung-galaxy-m06-5g-mobile-4gb-128gb-mediatek-dimensity-6300-antutu-12-5g-bands-25w-fast-charging-4-gen-os-upgrades-50mp-camera-without-charger,https://m.media-amazon.com/images/I/71CQt71jZIL.jpg,https://m.media-amazon.com/images/I/818Lk32Nb4L.jpg,https://m.media-amazon.com/images/I/71sEvNMN85L.jpg,https://m.media-amazon.com/images/I/71-bZAyhQLL.jpg,https://m.media-amazon.com/images/I/71vibvcdAlL.jpg,https://m.media-amazon.com/images/I/81DyzxClHgL.jpg,https://m.media-amazon.com/images/I/51wBIDwkafL.jpg, , 
35,23/06.,B0GS5SM6JR,https://www.amazon.in/Storage-Segments-Fastest-Processor-Smoothest/dp/B0GS5SM6JR,REDMI A7 Pro 5G 4GB 64GB Fastest Processor Largest Battery Largest Smoothest 120Hz Display,Fastest Processor - Octa-core 5G Processor Largest Smoothest 120Hz Display only Triple TUV certified display Largest 6300mAh Battery 15W Quick Charging Wired Reversed Charging Volume Boost 32MP AI Dual Camera 8MP Selfie Shooter Google Gemini and Circle to Search HyperOS3 with Xiaomi HyperIsland,Redmi,"BYD INDIA PRIVATE LIMITED, DEVELOPED PLOT NO.OZ-7,SIPCOT ORAGADAM, SRIPERUMBUDUR (TK) KANCHEEPURAM DISTRICT 602105 TAMIL NADU., Xiaomi Technology India Pvt Ltd",Electronics,Smart Phones,12999.0,15999,19%,3.4,832,redmi-a7-pro-5g-4gb-64gb-fastest-processor-largest-battery-largest-smoothest-120hz-display,https://m.media-amazon.com/images/I/71AjkPyeFiL.jpg,https://m.media-amazon.com/images/I/81ab4BMS3SL.jpg,https://m.media-amazon.com/images/I/71lnW6VMrXL.jpg,https://m.media-amazon.com/images/I/91oXq-9BvGL.jpg,https://m.media-amazon.com/images/I/71t2VV9HyZL.jpg,https://m.media-amazon.com/images/I/714W0M4EaLL.jpg,https://m.media-amazon.com/images/I/51zcVfDpKbL.jpg,https://m.media-amazon.com/images/I/71WB2Iyd01L.jpg, 
36,23/06.,B0G81GLPKM,https://www.amazon.in/Samsung-MediaTek-Dimensity-Charging-Upgrades/dp/B0G81GLPKM,Samsung Galaxy M06 5G Mobile 4GB 128GB MediaTek Dimensity 6300 AnTuTu 12 5G Bands 25W Fast Charging 4 Gen OS Upgrades 50MP Camera Without Charger,Monster Processor - Segment Leading MediaTek Dimensity AnTuTu score Latest Android 15 Operating System having One UI 2GHz Clock Speed with Octa-Core Upto 6GB of RAM Monster 5G Experience - Complete 5G experience with 12 5G Bands the highest in the All Network Faster Download and Upload Speed on your Monster Camera and Display - Refreshing design with new Linear camera Slimmer with just mm 50MP Main Wide Angle Camera 2MP Depth 8MP Selfie Camera Video Maximum Resolution of FHD x at Monster Security and OS Upgrades - Knox Security with segment leading smartphone with 4 Generations of Android OS Upgrades and 4 Years of Security Updates to keep your phone updated with all latest software Come with Android 14 Operating System having One UI 6 Monster Battery - Get a massive 5000mAh Lithium-ion Battery with Segment leading Fast Charging 25W Get more power in less,Samsung,"Dixon Technologies (India) Ltd., Plot No. 6, Sector-90, Noida, Gautam Buddha Nagar, U.P. India-201305, Samsung",Electronics,Smart Phones,13999.0,16999,18%,4.1,8741,samsung-galaxy-m06-5g-mobile-4gb-128gb-mediatek-dimensity-6300-antutu-12-5g-bands-25w-fast-charging-4-gen-os-upgrades-50mp-camera-without-charger,https://m.media-amazon.com/images/I/713b7l9gQgL.jpg,https://m.media-amazon.com/images/I/71CQt71jZIL.jpg,https://m.media-amazon.com/images/I/818Lk32Nb4L.jpg,https://m.media-amazon.com/images/I/81DyzxClHgL.jpg,https://m.media-amazon.com/images/I/51wBIDwkafL.jpg,https://m.media-amazon.com/images/I/81IQ5ehOqfL.jpg,https://m.media-amazon.com/images/I/71N3Xngx8XL.jpg, , 
37,23/06.,B0H3FCSY5T,https://www.amazon.in/Samsung-Galaxy-S25-5G-Snapdragon/dp/B0H3FCSY5T,Samsung Galaxy S25 5G 12GB 128GB Snapdragon 8 Elite for Galaxy Processor 50MP 10MP 12MP Triple Camera 12MP Front Camera Full Display 4000mAh Battery,Snapdragon 8 Elite for Galaxy Flagship-level performance engineered for AI and productivity 12GB RAM 256GB Ultra-fast performance with generous storage for and files 50MP Triple Rear Camera Includes and ultra-wide lenses for versatile photography and videography 12MP Front Capture detailed selfies and enjoy high-quality video calls Full Compact flagship display offering vibrant sharp and immersive viewing 4000mAh Efficient battery optimization for all-day performance with reliable power management Icy Blue Premium Elegant flagship design with a modern premium appearance and sophisticated color option,Samsung,Samsung India Electronics Pvt. Ltd.,Electronics,Smart Phones,59999.0,84999,29%,4.4,199,samsung-galaxy-s25-5g-12gb-128gb-snapdragon-8-elite-for-galaxy-processor-50mp-10mp-12mp-triple-camera-12mp-front-camera-full-display-4000mah-battery,https://m.media-amazon.com/images/I/71-p-yRImPL.jpg,https://m.media-amazon.com/images/I/61YWiaTN6KL.jpg,https://m.media-amazon.com/images/I/71jNTtl4jFL.jpg,https://m.media-amazon.com/images/I/413ApHRdVLL.jpg,https://m.media-amazon.com/images/I/71vdUFBwemL.jpg,https://m.media-amazon.com/images/I/41vvptkNUHL.jpg, , , 
38,23/06.,B0GS5Y7QBF,https://www.amazon.in/Storage-Segments-Fastest-Processor-Smoothest/dp/B0GS5Y7QBF,REDMI A7 Pro 5G 4GB 64GB Fastest Processor Largest Battery Largest Smoothest 120Hz Display,Fastest Processor - Octa-core 5G Processor Largest Smoothest 120Hz Display only Triple TUV certified display Largest 6300mAh Battery 15W Quick Charging Wired Reversed Charging Volume Boost 32MP AI Dual Camera 8MP Selfie Shooter Google Gemini and Circle to Search HyperOS3 with Xiaomi HyperIsland,Redmi,"BYD INDIA PRIVATE LIMITED, DEVELOPED PLOT NO.OZ-7,SIPCOT ORAGADAM, SRIPERUMBUDUR (TK) KANCHEEPURAM DISTRICT 602105 TAMIL NADU., Xiaomi Technology India Pvt Ltd",Electronics,Smart Phones,12999.0,15999,19%,3.4,832,redmi-a7-pro-5g-4gb-64gb-fastest-processor-largest-battery-largest-smoothest-120hz-display,https://m.media-amazon.com/images/I/41GljVEEkxL.jpg,https://m.media-amazon.com/images/I/81ab4BMS3SL.jpg,https://m.media-amazon.com/images/I/71lnW6VMrXL.jpg,https://m.media-amazon.com/images/I/91oXq-9BvGL.jpg,https://m.media-amazon.com/images/I/71t2VV9HyZL.jpg,https://m.media-amazon.com/images/I/714W0M4EaLL.jpg,https://m.media-amazon.com/images/I/71WB2Iyd01L.jpg,https://m.media-amazon.com/images/I/61MH84WCPLL.jpg, 
39,23/06.,B0GN1PZ913,https://www.amazon.in/Samsung-Storage-Smoothest-Refresh-Upgrades/dp/B0GN1PZ913,Samsung Galaxy M17e 5G Mobile 4GB 128GB Smoothest 120 Hz Refresh Monster 6000 mAh Battery IP54 6 Gen OS Upgrades AI Gemini Live Without Charger,Segment Smoothest Smartphone - 120 Hz Refresh Rate for a smooth scrolling Inch display with Adaptive Brightness automatically adjusts screen brightness optimising visibility and saving battery sleek with Key Island Segment Longest 26-Hour Video Playback - Powered by a 6000 mAh Lithium-ion Segment-Leading Fast Charging Support of Its Adaptive Battery Technology automatically puts apps in sleeping or deep sleeping modes based on your ensuring they do not drain your battery life in the Segment Leading MediaTek Dimensity 6300 processor with Latest Android 16 Operating System having One UI 2GHz Clock Speed with Octa-Core Upto 6GB of Memory Expandable upto 2 Galaxy M17e 5G comes with High resolution 50 MP Dual It allows you to take stunning and brighter pictures and With its Secondary you can capture sharper and clearer portrait Its Night Mode and aperture allow more light to enter capturing sharper and brighter output even in low Galaxy M17e 5G is Water and Dust resistant with IP54 ensuring protection against accidental splashes and dusty Segment Best 6 Generations of OS upgrades and 6 years of Security Samsung Knox Vault for Software and Hardware AI features of Google Circle to Search with,Samsung,"Dixon Technologies (India) Ltd., Plot No.6, Sector 90, Noida, Gautam Buddha Nagar, U.P. India Ã¢ÂÂ 201305, Samsung",Electronics,Smart Phones,12999.0,18499,30%,3.8,365,samsung-galaxy-m17e-5g-mobile-4gb-128gb-smoothest-120-hz-refresh-monster-6000-mah-battery-ip54-6-gen-os-upgrades-ai-gemini-live-without-charger,https://m.media-amazon.com/images/I/81pqozbQNXL.jpg,https://m.media-amazon.com/images/I/71tKw8C9fPL.jpg,https://m.media-amazon.com/images/I/61a4Ib5yPmL.jpg,https://m.media-amazon.com/images/I/810eUIFGVJL.jpg,https://m.media-amazon.com/images/I/41ZxY940tVL.jpg,https://m.media-amazon.com/images/I/51VjKo9DxoL.jpg,https://m.media-amazon.com/images/I/71vfPijbfdL.jpg, , 
40,23/06.,B0G4MVYMRP,https://www.amazon.in/Kratos-Multifunctional-Rechargable-Brighness-Bluetooth/dp/B0G4MVYMRP,Kratos Selfie 3 in 1 Multifunctional Rechargable LED Light with Two Brighness Levels for Make Selfie Photo Selfie Stick with Bluetooth Remote with,Selfie stick with tripod stand light features 2 brightness levels in White light mode providing optimal lighting for your photos in any Elevate your selfies with adjustable lighting at your fingertip Enjoy the flexibility of our 3-in-1 Selfie This Bluetooth selfie stick seamlessly transitions from a selfie stick to tripod and a phone stability and flexibility for capturing perfect moments Capture moments in landscape and portrait modes effortlessly with our versatile selfie stand for mobile Seamlessly switch between modes for diverse framing every shot is perfectly composed Elevate your video recording and YouTube live streaming with our mobile stick for Enhanced with LED it enriches video and more in any lighting condition Capture your best moments on the go with this travel-friendly phone holder for video Stay independent and comfortable - no need to wait for assistance 1 YEAR BRAND WARRANTY Provide worry-free 1 Year replacement Service and Life Long Technical You can reach out our Tech Support Team for any Register your purchase in website to avail your Warranty,Kratos,"KRATOS, Ezeekart Creation LLP, Phone: 81482 73270 or help@gokratos.com, KRATOS, Ezeekart Creation LLP, Phone: 81482 73270 or help@gokratos.com",Electronics,Smart Phones,399.0,1409,72%,4.0,2494,kratos-selfie-3-in-1-multifunctional-rechargable-led-light-with-two-brighness-levels-for-make-selfie-photo-selfie-stick-with-bluetooth-remote-with,https://m.media-amazon.com/images/I/61dkEHNcjBL.jpg,https://m.media-amazon.com/images/I/71kwQ3P3iML.jpg,https://m.media-amazon.com/images/I/41l0F1OTwpL.jpg,https://m.media-amazon.com/images/I/81ha0oi5tbL.jpg,https://m.media-amazon.com/images/I/71821yH9ygL.jpg,https://m.media-amazon.com/images/I/519ymuXHQqL.jpg, , , 
41,24/06.,B0FN7QTRPY,https://www.amazon.in/Samsung-Storage-MediaTek-Charging-Upgrades/dp/B0FN7QTRPY,Samsung Galaxy M07 Mobile 4GB 64GB MediaTek Helio G99 AnTuTu 624K 50MP Camera Slim 5000mAh Battery 25W Fast Charging 6 Gen OS Upgrades Without Charger,Powerful Performance Segment Best smartphone with MediaTek Helio G99 AnTuTu score Android 15 Operating System having One UI 2GHz Clock Speed with Octa-Core Be worry free with IP54 Dust and Water Protection ideal for any weather condition or Stunning Slim and sleek design at mm and Glass Fiber Reinforced Polymer 50 MP High-resolution Dual Camera mobile for sharp and detailed 8 MP Front camera for stunning selfie FHD x Video Captivating viewing experience on bigger Inch Display with resolution 1600 and 90Hz Refresh Get a massive 5000mAh battery with C-Type 25 W Fast Stay updated with Segment best 6 years of AndroidOS Upgrades and 6 years of Security Experience extra strong security with Knox auto Built-in theft,Samsung,"Samsung, Samsung",Electronics,Smart Phones,9999.0,10999,9%,4.2,1747,samsung-galaxy-m07-mobile-4gb-64gb-mediatek-helio-g99-antutu-624k-50mp-camera-slim-5000mah-battery-25w-fast-charging-6-gen-os-upgrades-without-charger,https://m.media-amazon.com/images/I/61XDbI3AjqL.jpg,https://m.media-amazon.com/images/I/710USlh3fCL.jpg,https://m.media-amazon.com/images/I/71dGXShADCL.jpg,https://m.media-amazon.com/images/I/610lbucItmL.jpg,https://m.media-amazon.com/images/I/61j4NiQflCL.jpg, , , , 
42,24/06.,B0GD6L5F1N,https://www.amazon.in/Portronics-Handlebar-Protection-Smartphones-Navigation/dp/B0GD6L5F1N,Portronics Mobike 4 Plus Handlebar Mount Mobile Holder with Sunshade Light Rain One-Press 4-Point Grip Fits Inch for Maps Navigation,Built-In Sunshade for Clear Visibility The integrated sunshade reduces screen glare and helps protect your phone during bright sunlight and light making navigation easier in all riding Quick Tool-Free Installation Designed for fast and easy mounting on bike handlebars without any Installs securely in seconds for a hassle-free riding One-Press Release Mechanism Mount or remove your smartphone instantly with a single Perfect for riders who need quick access to their phone without Rotatable Design Easily switch between portrait and landscape modes for or music ensuring optimal viewing angles while 4-Point Grip Lock with Anti-Slip Pads Strong corner grips with built-in anti-slip inner pads securely hold your phone in keeping it stable on bumpy sharp and slippery Wide Smartphone Compatibility Compatible with most smartphones ranging from inches to ensuring a secure fit for a wide range of Built for Daily Rides and Long Trips A sturdy and reliable bike phone holder designed for everyday highway and long-distance,Portronics,POR-3329,Electronics,Smart Phones,419.0,899,53%,4.1,3540,portronics-mobike-4-plus-handlebar-mount-mobile-holder-with-sunshade-light-rain-one-press-4-point-grip-fits-inch-for-maps-navigation,https://m.media-amazon.com/images/I/51HuGSO7OPL.jpg,https://m.media-amazon.com/images/I/71GT0ZZbF0L.jpg,https://m.media-amazon.com/images/I/71P2ngyQy4L.jpg,https://m.media-amazon.com/images/I/71pDmhjl8ML.jpg,https://m.media-amazon.com/images/I/718lPAOzucL.jpg, , , , 
